1500	2000	350	10000	1000	150000	0	0	0
1291	1178	1295	1662	100	901	2469	-1568	1
919	1690	848	1768	693	1695	2609	-914	2
938	1252	1076	1325	148	1289	2190	-901	3
705	967	730	1077	351	942	1672	-730	4
719	1778	874	1824	1662	1986	2497	-511	5
859	1079	1419	1179	180	1646	1938	-292	6
561	1255	1284	1743	137	1561	1816	-255	7
376	1710	210	1378	152	1866	2086	-220	8
1256	1326	1032	1434	25	2528	2582	-54	9
1495	1737	960	488	1009	3343	3232	111	10
928	1128	1458	1119	536	2364	2056	308	11
1309	853	1334	1077	267	2480	2162	318	12
1425	1647	1453	1562	2945	3433	3072	361	13
430	1444	44	1372	258	2250	1874	376	14
1272	1904	1389	1999	2394	3614	3176	438	15
1065	822	804	260	271	2340	1887	453	16
1169	1083	1348	1196	1436	2809	2252	557	17
539	573	537	756	396	1771	1112	659	18
124	1276	76	1973	633	2214	1400	814	19
1177	1852	495	1168	15	3896	3029	867	20
407	300	381	48	318	1678	707	971	21
1185	593	1055	348	332	2757	1778	979	22
1395	769	175	1071	545	3208	2164	1044	23
1497	793	1400	1063	976	3403	2290	1113	24
955	1252	937	1209	3232	3435	2207	1228	25
667	1720	1201	1921	2782	3714	2387	1327	26
600	532	393	1248	655	2484	1132	1352	27
635	627	378	739	168	2668	1262	1406	28
1121	942	1124	1731	1844	3483	2063	1420	29
551	1354	436	1741	2092	3346	1905	1441	30
608	1914	375	1873	2968	4007	2522	1485	31
526	553	773	366	1701	2572	1079	1493	32
159	789	42	1117	1958	2491	948	1543	33
352	771	988	1424	201	2670	1123	1547	34
1238	1946	1383	1823	4460	4731	3184	1547	35
860	110	936	266	1885	2522	970	1552	36
939	1400	111	1832	2381	3918	2339	1579	37
1203	1709	639	1701	3118	4530	2912	1618	38
1423	1323	1376	920	1281	4380	2746	1634	39
274	986	404	1058	2016	3036	1260	1776	40
729	1616	62	1316	1350	4138	2345	1793	41
881	1242	953	561	1148	3972	2123	1849	42
48	1898	751	1982	2230	3798	1946	1852	43
1146	181	237	209	1175	3209	1327	1882	44
256	1805	1284	812	1317	3950	2061	1889	45
1461	1555	325	1269	1692	4951	3016	1935	46
99	1995	429	970	1751	4056	2094	1962	47
1287	614	429	335	463	3967	1901	2066	48
1225	811	2	838	114	4103	2036	2067	49
435	1455	757	1923	2998	4023	1890	2133	50
763	1000	1423	384	999	3898	1763	2135	51
945	914	627	529	1904	4032	1859	2173	52
184	877	1037	844	1153	3248	1061	2187	53
1363	1157	486	470	1685	4724	2520	2204	54
994	1712	1331	1379	110	4918	2706	2212	55
223	398	104	748	2304	2857	621	2236	56
703	574	511	638	2578	3552	1277	2275	57
904	190	691	529	989	3404	1094	2310	58
922	1355	1309	1983	161	4606	2277	2329	59
1363	946	1323	307	2142	4682	2309	2373	60
1420	1934	39	1924	4264	5745	3354	2391	61
772	1439	291	1600	2833	4613	2211	2402	62
751	1150	46	1992	1032	4317	1901	2416	63
1278	1038	379	1308	211	4744	2316	2428	64
172	1328	65	62	1404	3931	1500	2431	65
122	837	35	60	61	3456	959	2497	66
1218	810	989	540	244	4543	2028	2515	67
